scenario_id,timestamp,zone,gas_level,temperature,pressure,ventilation,hot_work,maintenance,confined_space_entry,environmental_risk_score,incident_type,risk_score,confidence_score,time_to_escalation,risk_factors,recommended_actions
9063,2026-08-01 19:10:00,Zone B,3.32,28.27,56.73,67.5,1,0,0,30.21,Safe,35.21,50,3 Hours 47 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
9064,2026-08-01 19:15:00,Zone A,19.63,70.84,31.84,63.93,0,1,0,39.6,Safe,44.6,50,3 Hours 45 Minutes,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
9065,2026-08-01 19:20:00,Zone B,6.14,54.59,67.92,91.64,0,0,0,34.25,Safe,34.25,50,2 Hours 48 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9066,2026-08-01 19:25:00,Zone B,3.87,25.57,46.13,81.23,1,0,0,23.59,Safe,28.59,50,4+ Hours,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
9067,2026-08-01 19:30:00,Zone A,7.89,51.71,44.66,93.91,0,0,0,27.59,Safe,27.59,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9068,2026-08-01 19:35:00,Zone A,6.28,49.23,63.69,90.66,0,0,0,32.14,Safe,32.14,50,2 Hours 41 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9069,2026-08-01 19:40:00,Zone A,94.58,19.74,26.66,94.78,1,0,0,36.55,Gas Ignition,76.55,75,34 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9070,2026-08-01 19:45:00,Zone C,30.94,32.87,70.59,65.68,0,1,0,42.18,Safe,47.18,50,3 Hours 29 Minutes,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
9071,2026-08-01 19:50:00,Zone B,7.57,54.86,49.03,51.15,0,0,0,40.08,Safe,40.08,50,2 Hours 2 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9072,2026-08-01 19:55:00,Zone B,38.09,55.31,57.88,94.65,0,0,0,39.16,Safe,39.16,50,3 Hours 39 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9073,2026-08-01 20:00:00,Zone A,5.79,44.07,61.19,94.78,0,0,0,29.07,Safe,29.07,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9074,2026-08-01 20:05:00,Zone C,12.91,43.63,47.53,73.01,0,0,0,32.77,Safe,32.77,50,3 Hours 47 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9075,2026-08-01 20:10:00,Zone A,91.91,47.48,57.8,75.51,1,0,0,55.42,Gas Ignition,95.0,85,28 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9076,2026-08-01 20:15:00,Zone A,13.77,45.98,45.25,96.35,0,1,0,27.16,Safe,32.16,50,2 Hours 22 Minutes,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
9077,2026-08-01 20:20:00,Zone C,2.85,52.69,39.57,75.88,0,0,0,29.81,Safe,29.81,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9078,2026-08-01 20:25:00,Zone B,7.6,53.28,70.25,78.92,0,1,0,38.05,Safe,43.05,50,3 Hours 31 Minutes,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
9079,2026-08-01 20:30:00,Zone B,31.23,75.81,62.09,79.99,0,0,0,47.29,Safe,47.29,50,2 Hours 20 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9080,2026-08-01 20:35:00,Zone A,12.57,68.82,54.88,68.56,0,0,0,41.93,Safe,41.93,50,2 Hours 1 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9081,2026-08-01 20:40:00,Zone B,8.45,48.92,48.29,75.42,0,0,1,32.56,Safe,37.56,50,2 Hours 23 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
9082,2026-08-01 20:45:00,Zone B,4.98,52.9,55.8,33.77,0,1,0,44.98,Safe,49.98,50,3 Hours 23 Minutes,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
9083,2026-08-01 20:50:00,Zone A,6.33,24.63,63.11,85.19,0,0,0,27.22,Safe,27.22,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9084,2026-08-01 20:55:00,Zone B,8.19,51.76,39.86,74.87,0,0,0,31.24,Safe,31.24,50,3 Hours 14 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9085,2026-08-01 21:00:00,Zone C,4.84,33.76,28.54,88.16,0,0,0,19.74,Safe,19.74,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9086,2026-08-01 21:05:00,Zone C,40.56,40.4,48.82,84.43,0,0,0,36.34,Safe,36.34,50,2 Hours 47 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9087,2026-08-01 21:10:00,Zone A,2.6,41.19,68.66,93.49,0,0,0,29.74,Safe,29.74,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9088,2026-08-01 21:15:00,Zone C,70.99,52.62,25.81,89.2,1,0,0,40.05,Gas Ignition,80.05,75,30 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9089,2026-08-01 21:20:00,Zone A,6.45,88.06,84.55,75.1,0,0,0,50.99,Safe,50.99,60,12 Minutes,"[""High Temperature"", ""High Pressure""]","[""Emergency relief valve activation"", ""Emergency cooling line engagement""]"
9090,2026-08-01 21:25:00,Zone B,9.04,44.34,85.57,71.69,0,1,0,41.81,Safe,46.81,60,2 Hours 2 Minutes,"[""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone""]"
9091,2026-08-01 21:30:00,Zone A,3.74,18.7,61.92,85.78,0,0,0,24.64,Safe,24.64,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9092,2026-08-01 21:35:00,Zone A,95.55,30.44,27.1,23.67,0,0,1,57.36,Toxic Exposure,90.0,90,24 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
9093,2026-08-01 21:40:00,Zone C,6.64,91.53,87.88,54.25,0,1,0,57.95,Explosion,100.0,90,29 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
9094,2026-08-01 21:45:00,Zone B,4.07,26.75,0.39,82.24,0,0,1,12.24,Safe,17.24,50,4+ Hours,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
9095,2026-08-01 21:50:00,Zone A,80.78,54.7,33.33,82.54,1,0,0,46.57,Gas Ignition,86.57,85,24 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9096,2026-08-01 21:55:00,Zone C,5.53,83.02,80.15,76.68,0,1,0,48.01,Explosion,98.01,90,15 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
9097,2026-08-01 22:00:00,Zone A,7.68,30.73,50.71,89.81,0,0,0,24.83,Safe,24.83,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9098,2026-08-01 22:05:00,Zone A,74.79,71.6,48.0,27.36,0,0,1,66.76,Toxic Exposure,90.0,90,19 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
9099,2026-08-01 22:10:00,Zone A,71.85,48.22,61.17,70.13,1,0,0,52.78,Gas Ignition,92.78,85,18 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9100,2026-08-01 22:15:00,Zone B,12.21,45.54,53.9,84.77,1,1,0,31.72,Safe,41.72,60,2 Hours 8 Minutes,"[""Active Hot Work Permit"", ""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone"", ""Automated trip of active hot work power lines""]"
9101,2026-08-01 22:20:00,Zone B,3.64,29.91,20.36,88.44,0,0,0,16.37,Safe,16.37,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9102,2026-08-01 22:25:00,Zone A,10.53,69.94,60.06,93.11,0,0,0,36.85,Safe,36.85,50,3 Hours 42 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9103,2026-08-01 22:30:00,Zone B,6.48,43.82,47.93,91.43,0,0,0,26.7,Safe,26.7,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9104,2026-08-01 22:35:00,Zone B,6.59,51.44,41.93,81.23,0,0,1,29.68,Safe,34.68,50,3 Hours 38 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
9105,2026-08-01 22:40:00,Zone B,49.28,52.57,16.98,80.16,1,0,0,34.67,Safe,39.67,50,3 Hours 49 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
9106,2026-08-01 22:45:00,Zone A,8.7,14.05,29.88,68.8,0,1,0,20.96,Safe,25.96,50,4+ Hours,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
9107,2026-08-01 22:50:00,Zone C,11.22,83.17,80.64,30.92,0,1,0,61.03,Explosion,100.0,90,14 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
9108,2026-08-01 22:55:00,Zone A,75.53,60.51,59.83,69.84,1,0,0,56.51,Gas Ignition,95.0,85,16 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9109,2026-08-01 23:00:00,Zone C,72.77,56.5,39.74,18.93,0,0,1,62.52,Toxic Exposure,90.0,90,15 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
9110,2026-08-01 23:05:00,Zone C,4.03,83.45,88.47,65.24,0,1,0,52.68,Explosion,100.0,90,13 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
9111,2026-08-01 23:10:00,Zone B,3.47,21.25,55.57,62.23,0,0,0,29.51,Safe,29.51,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9112,2026-08-01 23:15:00,Zone A,19.4,37.07,82.77,91.73,0,0,0,36.88,Safe,36.88,50,3 Hours 55 Minutes,"[""High Pressure""]","[""Emergency relief valve activation""]"
9113,2026-08-01 23:20:00,Zone C,16.5,52.71,66.52,83.02,0,0,0,38.18,Safe,38.18,50,3 Hours 11 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9114,2026-08-01 23:25:00,Zone A,85.66,40.18,38.42,84.6,1,0,0,44.91,Gas Ignition,84.91,75,34 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9115,2026-08-01 23:30:00,Zone C,7.08,47.92,41.36,56.56,0,0,1,34.95,Safe,39.95,50,2 Hours 59 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
9116,2026-08-01 23:35:00,Zone A,30.54,32.58,53.81,92.44,0,0,0,31.12,Safe,31.12,50,2 Hours 18 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9117,2026-08-01 23:40:00,Zone C,87.12,59.05,43.69,47.03,0,0,0,60.71,Safe,60.71,50,1 Hour 29 Minutes,"[""High Gas Levels""]","[""Evacuation of non-essential personnel from Zone""]"
9118,2026-08-01 23:45:00,Zone B,3.1,42.57,41.93,61.36,0,0,0,31.56,Safe,31.56,50,2 Hours 53 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9119,2026-08-01 23:50:00,Zone B,37.54,41.0,31.67,66.48,0,0,0,35.93,Safe,35.93,50,2 Hours 51 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9120,2026-08-01 23:55:00,Zone C,11.02,84.22,86.56,89.51,0,1,0,48.07,Explosion,98.07,90,23 Minutes,"[""High Temperature"", ""High Pressure"", ""Active Maintenance Activity""]","[""Emergency relief valve activation"", ""Immediate suspension of active maintenance permits in Zone"", ""Emergency cooling line engagement""]"
9121,2026-08-02 00:00:00,Zone C,14.05,39.56,46.47,89.8,1,1,0,27.57,Safe,37.57,60,2 Hours 17 Minutes,"[""Active Hot Work Permit"", ""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone"", ""Automated trip of active hot work power lines""]"
9122,2026-08-02 00:05:00,Zone B,5.85,52.3,23.85,80.63,0,0,0,25.34,Safe,25.34,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9123,2026-08-02 00:10:00,Zone A,8.35,61.3,70.09,88.55,0,0,0,37.8,Safe,37.8,50,3 Hours 26 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9124,2026-08-02 00:15:00,Zone B,9.04,48.04,70.18,66.89,0,0,0,40.09,Safe,40.09,50,3 Hours 6 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9125,2026-08-02 00:20:00,Zone B,9.19,43.08,36.35,70.96,0,0,0,29.41,Safe,29.41,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9126,2026-08-02 00:25:00,Zone A,8.22,51.3,53.96,93.2,0,0,0,30.07,Safe,30.07,50,30 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9127,2026-08-02 00:30:00,Zone A,19.6,41.86,57.36,66.77,1,0,0,38.01,Safe,43.01,50,2 Hours 41 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
9128,2026-08-02 00:35:00,Zone B,93.71,66.23,41.19,28.4,0,0,1,68.18,Toxic Exposure,90.0,90,29 Minutes,"[""High Gas Levels"", ""Reduced Ventilation"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
9129,2026-08-02 00:40:00,Zone C,85.21,41.92,47.28,95.61,1,0,0,44.7,Gas Ignition,84.7,75,36 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9130,2026-08-02 00:45:00,Zone B,70.53,71.8,58.3,95.49,1,0,0,51.28,Gas Ignition,91.28,85,13 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9131,2026-08-02 00:50:00,Zone C,71.18,56.76,46.78,98.5,1,0,0,44.06,Gas Ignition,84.06,75,33 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9132,2026-08-02 00:55:00,Zone B,20.12,48.07,46.49,77.48,1,0,0,34.3,Safe,39.3,50,3 Hours 6 Minutes,"[""Active Hot Work Permit""]","[""Automated trip of active hot work power lines""]"
9133,2026-08-02 01:00:00,Zone C,6.04,22.02,45.81,92.6,0,1,0,20.32,Safe,25.32,50,4+ Hours,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
9134,2026-08-02 01:05:00,Zone C,83.87,40.18,57.04,40.7,0,0,1,60.1,Toxic Exposure,90.0,85,11 Minutes,"[""High Gas Levels"", ""Confined Space Entry Active""]","[""Evacuation of non-essential personnel from Zone"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
9135,2026-08-02 01:10:00,Zone C,73.6,58.66,41.34,94.36,1,0,1,44.81,Gas Ignition,89.81,90,19 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit"", ""Confined Space Entry Active""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone"", ""Trigger alarm lights outside confined space entryway"", ""Retrieve entry crew using harness recovery systems"", ""Deploy auxiliary ventilation blowers""]"
9136,2026-08-02 01:15:00,Zone A,89.44,82.7,58.3,85.23,1,0,0,61.3,Gas Ignition,95.0,90,23 Minutes,"[""High Gas Levels"", ""High Temperature"", ""Active Hot Work Permit""]","[""Emergency cooling line engagement"", ""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9137,2026-08-02 01:20:00,Zone B,13.47,35.87,33.11,86.1,0,1,0,24.09,Safe,29.09,50,4+ Hours,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
9138,2026-08-02 01:25:00,Zone A,71.78,28.09,69.45,80.78,1,0,0,47.14,Gas Ignition,87.14,85,21 Minutes,"[""High Gas Levels"", ""Active Hot Work Permit""]","[""Automated trip of active hot work power lines"", ""Evacuation of non-essential personnel from Zone""]"
9139,2026-08-02 01:30:00,Zone B,19.37,25.6,58.41,77.12,0,0,0,31.56,Safe,31.56,50,2 Hours 29 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9140,2026-08-02 01:35:00,Zone C,4.72,45.22,53.76,75.76,0,0,1,31.98,Safe,36.98,50,2 Hours 27 Minutes,"[""Confined Space Entry Active""]","[""Trigger alarm lights outside confined space entryway""]"
9141,2026-08-02 01:40:00,Zone A,6.03,63.62,38.26,92.71,0,0,0,28.8,Safe,28.8,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9142,2026-08-02 01:45:00,Zone A,5.12,24.46,56.22,86.8,0,0,0,24.75,Safe,24.75,50,4+ Hours,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9143,2026-08-02 01:50:00,Zone B,4.62,49.0,24.89,57.68,0,0,0,30.21,Safe,30.21,50,30 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9144,2026-08-02 01:55:00,Zone A,76.73,67.81,28.75,27.16,0,0,0,61.53,Toxic Exposure,90.0,85,18 Minutes,"[""High Gas Levels"", ""Reduced Ventilation""]","[""Evacuation of non-essential personnel from Zone"", ""Increase ventilation systems to maximum output (100%)""]"
9145,2026-08-02 02:00:00,Zone B,5.79,41.95,58.1,38.77,0,0,0,41.77,Safe,41.77,50,2 Hours 9 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
9146,2026-08-02 02:05:00,Zone C,11.16,39.21,39.57,90.47,0,1,0,24.87,Safe,29.87,50,4+ Hours,"[""Active Maintenance Activity""]","[""Immediate suspension of active maintenance permits in Zone""]"
9147,2026-08-02 02:10:00,Zone B,47.01,18.68,60.65,86.61,0,0,0,34.93,Safe,34.93,50,2 Hours 35 Minutes,[],"[""No immediate mitigation required. Continue routine monitoring.""]"
